"Title","Lyrics"
"Ecstasy","Intro: Travis Scott
I know her exes, I got ecstasy, yeah
?, remember me, yeah
My names Jacques, pour in the remedy, yeah
Aint ready, yeah
Uhh, watch out for the enemy, yeah
Uh, uh, watch you dont come into me, yeah
?, yeah
? him, I never know, never know, never know

Chorus: The-Dream
X, you know I got X
I been here all day
Im tryna get sex
Im tryna get blessed
Im tryna get on you, shawty
Show me what you do

Bridge: The-Dream
Im just trynna put it in, get it in
Ride that shit like ?
Mmm-mmm at the party
Oooh, baby, tell me how you holdin up oooh

Chorus: The-Dream
X, you know I got X
I been here all day
Im tryna get sex
Im tryna get blessed
Im tryna get on you, shawty
Show me what you do
Outro: Travis Scott & The-Dream
I know her exes, I got ecstasy, yeah
?, remember me, yeah
My names Jacques, pour in the remedy, yeah
?, yeah
Uhh, watch out for the enemy, yeah
Uh, uh, watch you dont come into me, yeah
?, yeah
? him, I never know, never know, never know
Ooohhh4"
"ESCAPE PLAN","Chorus
Twelve-figure estate plan, that was the escape plan
But hate investigatin, that shit was a waste, man
But wait, I stopped the facin cause shit just start erasin
But wait, it opened gates and this shit just start paradin, ol Lets go
We out the basement, on one floor where its vacant
She feelin anxious to be out where its dangerous, okay Its lit
Love how the chains hit, especially how I bang it, okay
Jamaican-Spanglish, she mixed up in her language, hey bae Yeah

Verse 1
That WAP need draining, just hav it if you singing, okay Woah
Fuck that Birkin, she just need some encouragment Uh
Fix that attitude, she think she need a surgeon, okay
And show some gratitude, I put you in that altitude, okay
Its stuck like magnets do, I put you in that magnitude, oh, hey Yeah
I embrace the pussy, Im not tryna embarrass you Straight up, ahh
Okay, I got a lavish crew, me and Chase the rocker dated you Woo, Woo
Me and Bizzy trap, Im not a rapper, a lot I do, a lot at you
A film director, Helter Skelter, off the seltzer like its juice Lets go, yeah

Chorus
Twelve figure estate plan, that was the escape plan
But hate investigatin, that shit was a waste, man Right
But wait, I stopped the facin cause shit just start erasin
But wait, it opened gates and this shit just start paradin, ol
We out the basement, on one floor where its vacant Its lit
She feelin anxious to be out where its dangerous, okay Its lit
Love how the chains hit, especially how I bang it, okay
Jamaican-Spanglish, she mixed up in her language, hey bae
Verse 2
Niggas dyin for the chain around my neck, thats Life Alert Ooh
I be tryin not to go back in my ways, I cant revert Ooh
The excursion, them seven seas, I drop her off at Turks Yeah
If its static, then Im having .50 drop em off at church
Up early rolling up a Benny, she just wanna taste the candy Yeah, yeah
Prolly soaking up her panties, nasty when she off the Woo, woo
Bust a move, Im Marco Angie, I just went and bought a planet
Nah, that shit was never planted Yeah

Chorus
Twelve figure estate plan, that was the escape plan
But hate investigatin, that shit was a waste, man
But wait, I stopped the facin cause shit just start erasin
But wait, it opened gates and this shit just start paradin, ol
We out the basement, on one floor where its vacant
She feelin anxious to be out where its dangerous, okay
Love how the chains hit, especially how I bang it, okay
Jamaican-Spanglish, she mixed up in her language, hey bae

Outro
Yeah54"
"FE!N","Intro: Travis Scott & Sheck Wes
Just come outside for the night Yeah
Take your time, get your light Yeah
Johnny Dang, yeah, yeah
I been out geekin Bitch

Chorus: Travis Scott
FE!N, FE!N, FE!N, FE!N, FE!N Yeah
FE!N, FE!N, FE!N, FE!N, FE!N Yeah
FE!N, FE!N, FE!N, FE!N, FE!N
FE!N, FE!N Yeah, FE!N, FE!N, FE!N

Verse 1: Travis Scott & Sheck Wes
The careers more at stake when you in your prime At stake
Fuck that paper, baby, my face on the dotted line Dot, yeah
I been flyin out of town for some peace of mind Yeah, yeah, bitch
Its like always they just want a piece of mine Ah
I been focused on the future, never on right now Ah
What Im sippin not kombucha, either pink or brown Its lit
Im the one that introduced you to the you right now Mmm, lets go
Oh my God, that bitch bitin That bitch bitin
Well, alright Alright, tryna vibe Im tryna vibe this
In the night, come alive
Aint asleep, aint a, aint a, aint-aint
Chorus: Travis Scott
FE!N, FE!N, FE!N, FE!N, FE!N
FE!N, FE!N, FE!N, FE!N, FE!N
FE!N, FE!N, FE!N, FE!N, FE!N
FE!N, FE!N, FE!N, FE!N
FE!N, FE!N, FE!N, FE!N, FE!N
Bridge: Playboi Carti
Syrup, woah, what?
What?
Homixide, Homixide, Homixide, Homixide
What? Yeah
Woah, woah Yeah, yeah
Homixide, Homixide, Homixide, Homixide
Hit, yeah, hold up Yeah

Verse 2: Playboi Carti
Yeah, I just been poppin my shit and gettin it live, hold up Shit
Yeah, you try to come wrong bout this shit, we poppin your tires, hold up Shit
Uh, hundred-round Woah, feelin like Im on ten
Playin both sides with these hoes Hold up, shawty, Im fuckin your friend Hold up
Ive been goin crazy, shawty, Ive been in the deep end
She not innocent, uh, she just tryna go

Chorus: Travis Scott & Playboi Carti
FE!N Talkin bout, FE!N, FE!N Yeah, FE!N, FE!N Syrup, oh, oh, what? Syrup
FE!N, FE!N Syrup, FE!N, FE!N, FE!N Oh, oh
FE!N, FE!N Talkin bout, FE!N, FE!N, FE!N, FE!N Talkin bout, lets go
Verse 3: Playboi Carti & Travis Scott
I just been icin my hoes, I just been drippin my hoes Drippin my hoes
This is a whole nother level, shawty Oh, I got these hoes on they toes Hoes on they toes
I put the bitch on the road, she tryna fuck on the O, hold up, hold up
I got this ho with me, she tryna show me somethin, hold up, hold up Oh
I got flows for days, these niggas aint on nothin, hold up, yeah Oh
Me and my boy locked in, you know we on one, hold up, uh Slatt, slatt
We in the spot goin crazy until the sun up
You worried about that ho, that ho done chose up Slatt, bitch-ass
Uh, pistols all in the kitchen, cant give the zip code up, hold up, yeah Wow
FE!N, FE!N, FE!N Huh? Huh? Huh? Huh? Yeah
Why the fuck these niggas actin like they know us?
Double O, Cactus, yeah, we towed up Skrrt, skrrt, uh, yeah
Switch out the bag, these niggas get rolled up, hold up Its lit, slatt
Everything hit, hold up, everything Homixide, Homixide Homixide, Homixide, Homixide, Homixide
Outro: Travis Scott & Playboi Carti
FE!N, FE!N, FE!N, FE!N, FE!N, FE!N Homixide, Homixide, Homixide, Homixide, Homixide, Homixide, Homixide36"
"Fire","Verse: Travis Scott
Like the way you do it, slower
Hit her, ran to it, wonder divin
Get up and man-move it, Im known to shake it
Carter, whole improvement, you better do it
Who the, who the truest?
You are, you are in the newest
You know you stayed up in the phone booth with
And now we gonna turn up the phone boothin, yeah
Down to get crazy, hand of a, hand of a sinner
Panorama, panorama, you know you lew it
You know you like it, I know Im in it
Known to bite it, youre known to jack it
We gon hit her first, then I merk
Independent ? alert
? private ? in it
? niggas ? even then, but then I doubt it

Pre-Chorus: Ty Dolla $ign
Your bodys burning up, oh yeah
Ooh, nah-nah-nah, yeah
Feel it up in the air In the air
Pass the lighter, we can take it higher
Set the world on fire
Set the world on fire, ooh
Chorus: Ty Dolla $ign
Set the world on fire
Set the world on fire, ooh, yeah
Set the world on fire
Set the world on fire, ooh, yeah, ooh

Verse: Travis Scott
Like the way you do it, slower
Hit her, ran to it, wonder divin
Get up and man-move it, Im known to shake it
Carter, whole improvement, you better do it
Who the, who the truest?
You are, you are in the newest
You know you stayed up in the phone booth with
And now we gonna turn up the phone boothin, yeah
Down to get crazy, hand of a, hand of a sinner
Panorama, panorama, you know you lew it
You know you like it, I know Im in it
Known to bite it, youre known to jack it
We gon hit her first, then I merk
Independent ? alert
? private ? in it
? niggas ? even then, but then I doubt it

Pre-Chorus: Ty Dolla $ign
Your bodys burning up, oh yeah
Ooh, nah-nah-nah, yeah
Feel it up in the air In the air
Pass the lighter, we can take it higher
Set the world on fire
Set the world on fire, ooh
Chorus: Ty Dolla $ign
Set the world on fire
Set the world on fire, ooh, yeah
Set the world on fire
Set the world on fire, ooh, yeah, ooh"
"?first take","Chorus: Travis Scott
Dont like what I saw
This life without yours
Despite I was lost
Despite you got flaws
Just let our love play its course
Let you tell it, whats mine is yours, whats yours is yours
All the signs I ignored
I play love like a sport

Verse 1: Travis Scott
Yeah, first take
You aint on time, you were late Yeah!
When you around me, youre safe Lit!
You cant go off of a hearsay
I know that look on your face
You think you winnin a race
You think all I do is play Yeah!
I didnt put you in your place
Then why you still here in my place?
Yeah, thought so, yeah, and also
You think too much, we all know
You think too much, we all know
Yeah, I aint tryna go back to war with your morals Yeah!
You cant kill the vibe, its immortal Straight up!
I aint buyin it even though I can afford ya Ooh
Cause I know
Chorus: Travis Scott
Dont like what I saw Dont like what I saw
This life without yours This life without yours, ooh
Despite I was lost Despite I was lost, ooh
Despite you got flaws Ooh
Just let our love play its course Yeah!
Let you tell it Ooh
Whats mine is yours, whats yours is yours Ooh
All the signs I ignored Ooh
I play love like a sport Ooh, yeah!

Verse 2: Travis Scott
This love wont grow less we find growth
Wipe down your nose, girl
Wont you come over?
Lets both find hoes
Lets fuck them both
But you think too hard, we all know
You think too hard, we all know
So say nothin, nothin
Cause you think too hard, we all know
Yeah, you know Id rather lead it than follow
You and me, baby, mano y mano Its lit
Cause I know, I know

Chorus: Travis Scott & Bryson Tiller
Dont like what I saw Yeah
This life without yours Yeah, yeah
Despite I was lost Ayy
Despite you got flaws Ayy
Just let our love play its course Ohhh
Let you tell it
Whats mine is yours, whats yours is yours All is yours
All the signs I ignored Uh-huh
I play love like a sport Like a sport, no, yeah
Verse 3: Bryson Tiller & Travis Scott
Okay, lil mama
I still aint heard from lil mama
We go back to Angliana when you was studying in college
But I called you and brought ya out to Santa Monica
Believed in you, I was your sponsor
I got love for you, but Im not in love
Gave me affection
Girl, I was lost, she gave me direction
Went through fuckin you with no protection
All my blessings
Girl, you one of all my blessings
You think I dont care about you?
Girl, you better call my best friend
I got time to waste
Girl, I got time to waste
Girl, I cancelled everything
Just to get back on the same page
To finish the story
But you would rather ignore me
Your mama called to check on me
But you wont even pick up the phone, shit Yeah
God damn, you feelin yourself Yeah
Out in Hollywood, you got a nigga with some wealth Word
You aint free tonight, I bet he call somebody else
Tryna tell you Im the last real nigga left Damn right
You can hit me if you need help
With your love problems, with your money problems
I just might solve em, I just might solve em
I just might solve em, I just might solve em Yeah
I just might solve em
Outro: Bryson Tiller
Just call me or you could just pick up the phone, baby
I know you, I know you home, baby
Baby, I know, I know35"
"Flying High","Intro: Toro y Moi
Eyes, eyes, eyes, eyes Uh

Chorus: Toro y Moi & Travis Scott
I be flying high, shawty, I be flying high Hey
I be flying high, shawty, I be flying high Hey
I be flying high, shawty, I be flying high Hey
If you aint up on my level, disappear, please dont reply, bye
I be flying high, yeah, I be flying high, shawty
I be flying high, yeah, I be flying high, shawty
I be flying high, yeah, I be flying high, yeah
Take a sip revive, take a trip to the down south, yeah

Verse: Travis Scott
I be flying high, cant you tell from my red eyes? Hey
Took a trip from Paris down to Houston for your apple pie Oh-oh
Where them girls get way too drunk
And they got that in they trunk Hey
Now turn around and show the world how you shake that rumpty rump
Say it, we dont fuck with cops
Oh no, we dont fuck with cops Hey
In my backseat, I got four freaks who love how my speakers knock
Dont bring no sand to the beach
All we want is love and peace Hey
Well find a girl to bring home cause we about to take a flight to go be on, yeah
Bridge: Toro y Moi
Its true
It seems like flyings all I do
All I do
Theres no ones seated next to you
Next to you
In the meantime, Ill watch colors change in the sky
And Ill watch you go by Get down

Chorus: Toro y Moi & Travis Scott
I be flying high, shawty, I be flying high
I be flying high, shawty, I be flying high
I be flying high, shawty, I be flying high
If you aint up on my level, disappear please dont reply, bye
I be flying high, yeah, I be flying high, shawty
I be flying high, yeah, I be flying high, shawty
I be flying high, it take long to get this fly
If you aint up on my level, disappear please dont reply, bye

Interlude
Get down

Chorus: Toro y Moi & Travis Scott
I be flying high, shawty, I be flying high
I be flying high, shawty, I be flying high
I be flying high, shawty, I be flying high
If you aint up on my level, disappear please dont reply, bye
I be flying high, yeah, I be flying high, shawty
I be flying high, yeah, I be flying high, shawty
I be flying high, it take long to get this fly
If you aint up on my level, disappear please dont reply, bye22"
"Forgiato","Intro
With it, ayy, ayy, ayy
We doin it big
Sonny Digital
Big forever

Pre-Chorus
Straight up
I fell asleep dreamin Brrr
Iwokeup freaky bitcheswith my semen Straight up
My mommatold me break cause she believin La Flame
That one day her lil boyll see them demons Bless up
With it, ayy, ayy, ayy, ayy

Chorus
Forgiatos comin off the boat, I dont know
I got models, liquor Brr, tell me what you want Straight up
Cause we wildin up in here Ooh-ooh
And we wildin up in Ooh-ooh
With it, ayy, ayy, ayy

Open Verse

Pre-Chorus
With it, ayy, ayy, ayy Straight up
I fell asleep dreamin Brrr
I woke up freaky bitches with my semen Straight up
My momma told me break cause she believin La Flame
That one day her lil boyll see them demons Bless up
With it, ayy, ayy, ayy, ayy
Chorus
Forgiatos comin off the boat, I dont know
I got models, liquor Brr, tell me what you want Straight up
Cause we wildin up in here Ooh-ooh
And we wildin up in Ooh-ooh
With it, ayy, ayy, ayy"
"Forgive Me","Intro
Aw

Chorus
Hm, forgive me
Yeah, you have to understand, yeah, forgive me
Yeah, Im off a Xan, yeah, forgive me
Yeah, it wasnt in the plan, yeah, forgive me
Aw, man, forgive me
I been on the Xan, forgive me
Wasnt in my plans, forgive me
Uh-uh, forgive me
In the, uh, if Im bad enough
Had to hit the road, had to bag it up
In the uh with it, uh-uh
Ive been givin from the go, forgive me, yeah

Verse 1
Now we back out at the liquor store, uh
? for them ?, you already know
Yeah-yeah, in the ?
We go together like ? and ?, yeah
? and I just need to know, yeah
Thats just endless summer, had to get a note, yeah
We can lose a feelin, ?
Know you hear me, then I ? fo-forgive me, yeah
Chorus
Forgive me
Yeah, I had to switch the plan, yeah, forgive me, yeah
Uh, uh, forgive me
Yeah, you have to understand, yeah, forgive me, yeah
Aw, man, forgive me
I just took a M, forgive me
Uh-uh, forgive me
You have to understand, yeah, forgive me

Verse 2
I been on the go, I been on the go
Yeah, on the low, you already know
Yeah, had to get a nigga back to centerfold
Yeah, that new pussy started gettin old
First class, you already know
Poppin pills, takin all my minerals
Fuck that lobster and that dinner roll
I just miss the cartoon and the cereal
Better have some backup
Aint no spendin less we independent
Been a minute since I been dependent
And now I gotta angel, fo-forgive me

Chorus
Forgive me
You have to understand, yeah, forgive me, yeah
Uh, yeah, forgive me
I had to switch the plans, yeah, forgive me, uh
Uh-uh, forgive me
Been in the back, forgive me
Outro
Alright14"
"FRANCHISE (REMIX)","Intro: Future
Haha, yeah

Verse 1: Future & Travis Scott
I made you get that Richard Mille and bust it down, bitch
I made you get that Patek first and bust it down, bitch
I came from out the jungle with this shit written on my arm, no cap Yeah, yeah
Im a franchise nigga, yup You like a hundred mil up
Yeah, ten Cuban links, I got game Two hundred million
Yeah, I bought my first Rollie servin caine, yeah
Told your main thing, shit, at least she can pour my cup
I put pink diamonds in your teeth, yup Pluto
Fully loaded, totin magazine, yup Super
Bitch, Im rollin and Im on codeine, yup Bitch, I might be
Pussy good and deep, she belongs to the streets, yeah
Swag in Tokyo and the plug Japanese, yeah
I been gettin my chcks before I knew what was Niks Knew what was Nikes
Mixed breed bad bitch, bite me like Im Tyson
PJ X-rated, know I make it thunder and lightnin Yeah
Take that nigga BIN and bring me a hundred thousand ones
One fifty for the walkthrough, Im totin my gun Pew
Me and slatt, slatt, thats Super Slimey shit Super Slimey, ayy
Swappin hoes out, we just slimed the bitch out, yeah Swappin, yeah, alright
Watch so froze, dont know what time it is now, yeah
Sak pas, we shootin with confidence Nap boule
Buy a bitch a Birkie, thats a compliment, yeah Straight up
Ballin like the Lakers, won a championship, yeah Ooh, ooh
Pluto, Freeband Gang Its lit
Chorus: Travis Scott & Young Thug
Yup, in my white tee Yeah
Yeah, call up Hype Williams for the hype, please Its lit
Uh, they gon wipe you before you wipe me Phew
On boxes of checks, not my Nikes Ooh, yeah

Verse 2: Travis Scott, M.I.A. & Young Thug
Cactis, not no iced tea Ah
Uh, got em bamboozled like Im Spike Lee Ah
Uh, you need more than Google just to find me Ah
Uh, I just called up bae to get her hyphy Ah, ooh
Incredible, i-i, i-i, general
I just start the label just to sign me
Uh, me and CHASE connected like we Siamese Woo, woo, woo, ooh, ooh
Uh, weve been on the run, feel like a crime spree, talk to me nicely Yeah
I seen his face, seen it Yup, on his white tee, uh Lets go

Verse 3: Young Thug
Yeah, yup, call the Sprite people Call em, hol on, brrt
Private flight to France, tryna sight-see On the private flights, brrat
Popped him in his hands, he was typing Da, da, da
Caterpillar Rari, I fold it, lift it up Up
I went on the stand, told the judge to pass my cup Ayy
Ran up twenty million, told the Devil, Keep the luck Luck
Keep that, keep that ho Uh-uh
R.I.P. Pop, keep the smoke Ayy, slatt
Talk to me nicely Talk to me nicely
Keep her on a chain, that aint like me That aint like me
Scotts with no strings, you cant tie me Scotts with the, hol on, bitch
Im higher than the plane, Im where the Skypes be Doot, doot-doot, doot, hee
Yep, in my slime tee Doot, doot-doot, hee
Prince, he in his prime, yee Doot, doot, doot-doot, doot, hee
Yellowbone too feisty, yee Doot, doot, doot-doot, doot, hee
Clean him up, no napkin, yee Doot
Chorus: Travis Scott & Young Thug
Yup, in my white tee Yeah
Yeah, call up Hype Williams for the hype, please Its lit
Uh, they gon wipe you before you wipe me Phew
On boxes of checks, not my Nikes Ooh, yeah

Outro: Travis Scott & M.I.A.
Scuse me
Backin out of the cave, we built this shit off of pain
In the corporate buildin Im double-cuppin champagne
Come through in quintuplets, automatics, same name
Tryna show all my young niggas how to start to believe
Comin through with no top, she showin the Mickey Ds
After twelve A.M., come through with a special
Elevator, up to the top, this shit got levels17"
"Girlfriend","Verse
Time and time again, I been wonderin
If I should put up with this shit
Is this bitch worth all the stress?
Say she really loves me, but dont wanna trust me
Always with the arguin, enough with all the promises
Been on my nerves all day, girl, why you trippin?
Fuck is you doin, are you even listenin?
Girl, get it together Yeah
Im trynna live on another level Nah, nah
You cant come with me if you keep whinin
About shit that doesnt matter at all
What if I told you I dont care if you bawl?
I aint got the time for no idiot talk
I guess thats where I end this call

Chorus
I told my conscience that this is the end
And it said, No, no way, how did it get this way?
I told my conscience that this is the end
And it said, No, no way, you cannot go today

Instrumental Break

Chorus
I told my conscience that this is the end
And it said, No, no way, how did it get this way?
I told my conscience that this is the end
And it said, No, no way, you cannot go today3"
"God Level","Chorus
This that God feelin, mirage feelin
Money shower feelin, praise the lord
Blaze to peace, oh, yes Lord
This that God feelin, mnage feelin
Money showers, praise the lord
Blaze to peace, oh, yes Lord

Verse
Guess what? I aint eat today or pay my rent today
I done fucked around and lost my mind doin what the teacher say
Every night ,every other weekend, fuck, I needed that place to stay
Wonder if a nigga ever see that day, will a nigga ever get the beats on Ye?
Floatin in my mind, thinkin preparate for hell season, Jesus
You gon need Monisha, need Bonqui for different reasons, ugh
Damn, I want it all, swear to God this shit prestigious
One call done changed it all, La Flame holla, shout out to Regis
Guess what, I can tip today and pay your rent today
Fuck it, you can keep that fish fillet Im eating creme brulee
We gon run this whole world, remember I had no shoes to lace
Now its papasote, yeah, we far from that Kool-Aid
I just got back from Paris, I just been across the lake
Dad call seen me on XXL and yeen know what to say
Really though, nigga
They finally know kid been about it
No fiction about it, designer ,he bought it
Aint nothing different about it
We coming right in and aint leaving without it
Jack and Jill started fuckin on my hill
Walk on water falls, they got back for raps and back to seal
World full of rage nigga, who gon stop that now?
Price on that pussy is up to pull them panties down
Chorus
This that God feelin, mirage feelin
Money shower feelin, praise the lord
Blaze to peace, oh, yes Lord

Outro
Yup, hahaha
Yeah, H-Town, motherfucker15"
"GOD?S COUNTRY","Intro
La, la, la, la
La, la, la, la
La, la, la, la Watchin in
La, la, la, la
Onlyonethey watching in,yeah La, la, la, la
La, la,la, la
It aint up to you no more More
La, la, la, la
La, la, la, la
God Country, this is war La, la, la
La, la, la
Ooh, ooh-ooh, ooh-ooh La, la, la
La, la, la

Verse
Wakin up, I see the light
I been drunk and its alright
I took the drive to clear my mental Mental
Would tint the whip, but its a bike
Its demon time, I got it on me On me
Might earn a teardrop overnight
Wear Louis shades to block my psyche Psyche
Its hot as hell, but where the ice?
You in Gods Country, not in Montgomery
Go Ted Bundy, then go home and play Al Bundy
The card black and you know it got a sky limit
I make a mill every, you decide, choice is yours Yeah
La, la, la
The butterfly reflect the doors Yeah La, la, la
I hit the gas and metamorph La, la, la
Couldnt get this shit off credit score La, la, la
Hunnid thousand pack the fans La, la, la
Got em jumpin with no hands La, la, la
Need more spaces where we jam La, la, la
In Gods Country wit the fam La, la, la
Yeah, woah
Outro
La, la, la
La, la, la
Ooh-ooh La, la, la
La, la, la
Ooh-ooh La, la, la, la
La, la, la, la
Ooh-ooh La, la, la, la
La, la, la, la16"
"Gold 88","Intro
Uh, uh

Chorus
Go, gold 88, 88
Pumpin twist somethin, break it down
We can get it jumpin, uh

Verse 1
88s in my projects, swear I came here to riot
With a gang of niggas, orangutan niggas
Playing Russian roulette in the lobby
With a gang of gold, fuck her face
Then hit the avenue, send her home, I think a cab will do
Never loved these hoes, I think I love this hoe
Wait, Shut the fuck up
Seven digits for the chain, nigga
Egyptian sculpture for the rain, nigga
When the flex bomb drop it get cold homie
Coolin out where it never rain, nigga
Screamin hallelujah fuckin with the double X whyd ya do it?
Leave you hangin watch your momma mop the fluid
Now your casket closed screaming how they knew ya

Chorus
Go, gold 88, 88
Pumpin twist somethin, break it down
We can get it jumpin, uh, uh
Go, gold 88, 88 Ooh, ooh, ooh
Go, gold 88, 88 Ooh, ooh, ooh
Verse 2
Marc Jacobs straight for the poncho
Chiefin wit the head honcho
Ball in a different timezone
Put an extra scale in my condo
? and the sun is out
? never lost the nails
I remember ? and
What the rumor is, give a fuck bout what the rumor is
Im factin niggas so popular
Shittin all in yo binoculars
Shoot it nigga aint no stoppin us
We them diamonds try to rock with us
Cant fuck with mi-mi
Sippin and its all for mi-mi
Every time she call, she just tryna see me
Dont ya man just wish he be me

Chorus
Go, gold 88, 88
Pumpin twist somethin, break it down
We can get it jumpin, uh, uh
Go, gold 88, 88 Ooh, ooh, ooh
Go, gold 88, 88 Ooh, ooh, ooh4"
"GOLD BLACKBERRY","Intro
Tay Keith, fuck these niggas up!

Verse 1
Gold BlackBerry when I talk, luxury pimpin
Made fourteen million, just because, like the Simpsons
Geeked from whatevers in my drink, I feel the symptoms
Back-to-back Lambos on the road, I think Im trippin
Think that they can pop up on the bros? I dont get it
Open up the doors and flood the floor so they can witness
How we breakin every record at the Guinness
Once I take one down, it dont take long for it to kick in Woo-woo-woo-woo
Just to kick in
She been bouncin that for way too long, got motion sickness
I see you at LIV on every song, but you religious
Did it in my office, fuck the crib, got straight to business
Night watch, up top, out in Bverly Hills with baps, it aint no bops
We didnt have to gt the pin, we got the drop
When they pay, dont want the cash, Ill take the stock
Rapper-turned-gravedigger way Im killin
You can tell by way I wear the watch who really winnin
Your life like that Rollie you bust down, its really tickin Tick-tock, tick-tock

Verse 2
Wait a minute
Baby girl dont like to play no games, dont like to scrimmage
Bulletproof the Wraith cause bullets rain when in the trenches
All the dawgs is down to take your life and take the sentence
Once we take one down, it dont take long for it to kick in Tay Keith, fuck these niggas up!
Just to kick in
Wont you come and slide up on the side, see how we livin
Every time we go and pop outside, they start to flickin
Party at the crib and I told shawty bring the bitches
When we take out the floor seats, its outstandin
I am not a rapper, Im a gambler, I take chances
I am not a trapper, but got white girl on the mattress
Im back on the sampler, makin jammers, thats my status
Sick as hell, I got a money problem, guess it is what Im diagnosed with
Fuck Mirandas, let the lawyer handle, throw a bag back to him for the fee
Shawty savage, she gon run the track and nigga, we aint even gotta meet
If she on the phone, know she bout it, bout it
Bout it, bout it, bout it, yeah2"
"?goosebumps","Intro: Travis Scott
Yeah
7:30 in the night, yeah
Ooh, ooh

Chorus: Travis Scott
I get those goosebumps every time, yeah, you come around, yeah
You ease my mind, you make everything feel fine
Worried bout those comments
Im way too numb, yeah, its way too dumb, yeah
I get those goosebumps every time, I need the Heimlich
Throw that to the side, yeah
I get those goosebumps every time, yeah
When youre not around Straight up
When you throw that to the side, yeah Its lit
I get those goosebumps every time, yeah

Verse 1: Travis Scott
7-1-3
Through the 2-8-1, yeah, Im ridin, why they on me?
Why they on me? Im flyin, sippin low-key
Im sippin low-key in Onyx, rider, rider
When Im pullin up right beside ya
Pop star, lil Mariah
When I text a cute game, wildness
Throw a stack on the Bible
Never Snapchat or took molly
She fall through plenty, her and all her ginnies, yeah
We at the top floor, right there off Doheny, yeah
Oh no, I cant fuck with yall
Yeah, when Im with my squad, I cannot do no wrong
Yeah, saucin in the city, dont get misinformed
Yeah, they gon pull up on you Brr, brr, brr
Yeah, we gon do some things, some things you cant relate
Yeah, cause we from a place, a place you cannot stay
Oh, you cant go, oh, I dont know
Oh, back the fuck up off me Brr, brr, brr
Chorus: Travis Scott
I get those goosebumps every time, yeah, you come around, yeah
You ease my mind, you make everything feel fine
Worried bout those comments
Im way too numb, yeah, its way too dumb, yeah
I get those goosebumps every time, I need the Heimlich
Throw that to the side, yeah
I get those goosebumps every time, yeah
When youre not around
When you throw that to the side, yeah
I get those goosebumps every time

Verse 2: Kendrick Lamar
Uh, I want to press my like, yeah, I wanna press my
I want a green light, I wanna be like
I wanna press my line, yeah
I wanna take that ride, yeah
Im gonna press my line
I want a green light, I wanna be like, I wanna press my
Mama dearest, spare your feelings
Im relivin moments, peelin more residual
I can buy the buildin, burn the buildin
Take your bitch, rebuild the buildin just to fuck some more
I can justify my love for ya
And touch the sky for God to stop debating war
Put the pussy on a pedestal Ayy
Put the pussy on a high horse
That pussy to die for
That pussy to die for
Peter Piper picked a pepper
So I could pick your brain and put your heart together
We depart the shady parts and party hard
The diamonds yours, the coupe forever
My best shot just might shoot forever like Brr
Chorus: Travis Scott
I get those goosebumps every time, yeah, you come around, yeah
You ease my mind, you make everything feel fine
Worried bout those comments
Im way too numb, yeah, its way too dumb, yeah
I get those goosebumps every time, I need the Heimlich
Throw that to the side, yeah
I get those goosebumps every time, yeah
When youre not around
When you throw that to the side, yeah
I get those goosebumps every time603"
