Title,Lyrics
ASTROTHUNDER (Demo V2),"2 ContributorsASTROTHUNDER (Demo V2) Lyrics[Intro]
[?], sh, yeah

[Chorus]
Seem like the life I fiend
Seem like the life I fiend's a little distant, yeah
Seems like the life I need, uh
Seems like the life I need's a little distant, yeah

[Verse 1]
Light the remedy, yeah
Sit back while I ride the beat, do it on repeat, repeat, yeah
Ridin' over me, yeah
Angels, halos over me, I been blessin' all my Gs
All my Gs, yeah
Wildin' on me and all my Gs, we been on it for a bеat
Poppin' for a beat, yeah
Hand out, I can't evеn reach, I can't even get that deep
Told you I don't teach, yeah
Practice, ho, no, never preach
Practice, ho, no, never preach, yeah
Infiltrate the enemy, [?]

[Chorus]
Feels like the life I need's a little distant, yeah
Yeah
Yeah, feel for the life I need, yeah
Feelin' like the life I need's a little distant, yeah
Yeah, yeah, yeah, yeah
See Travis Scott LiveGet tickets as low as $15You might also like[Verse 2]
Logos on my chest, I rep
Every day I do, I step
Choose a side, or ride or die
I can't do no other time, yeah, yeah
[?] at my past away, sittin' in my Cad-
All that enemy, all that [?]
Yeah, why you [?] at night?
See the time [?]Embed"
Astroworld,"2 ContributorsAstroworld LyricsLyrics from snippet

It's been a long morning, dancers
I swear
Don't pour no more dirty

Yeah, don't know what we supposed to do, yeah, yeah
Sippin while we popping ghetto blueSee Travis Scott LiveGet tickets as low as $15You might also likeEmbed"
A-Team,"86 ContributorsA-Team Lyrics[Chorus]
A-Team (Yeah, yeah!)
A-Team
Please don't try to play us (Yah)
A-Team
Aw, A-Team
A-Team
Please don't try to play us (Ooo-ooo)
A-Team (Ooo)
Aw, A-Team (Yeah!)

[Verse 1]
Call my B up (Yeah!), call Sherita (Yeah!)
Aw, let's link up
Aw, ain't no days off (Straight up!)
'Less I'm paid off (Woo)
These niggas play soft
We just play ball
Aw, A-Team, won't you sign up?
Join my roster (Yah), you a scholar (Yah)
Aw, A-Team (Ahh), know you ready (Ready)
My right hand steady, coach you if you let me
Aw, A-Team (Yah), got that A1 (Yah)
A1 steak sauce (Yah), aw, can't take loss (Yah)
Aw, A-Team (Yah), join my FIFA (Yah)
Roll my weed up (Yah), keep my D up (Yah)
Aw, A-Team
See Travis Scott LiveGet tickets as low as $15You might also like[Break]
Ooh, ooh, ooh, ooh, ooh

[Verse 2]
When I back off the curb
In back of the back, the Batmobile heard
I'm back on alert
I'm back, what's the word?
I'm back, what's the word?
I'm back in the third
They back on my mind, they back on my nerves
Can't take back the time, so I'm back, back, back spending
I'm back on the splurge, I'm back on the splurge
They jump when I jump out then jump in and swerve, swerve, yeah, yeah
It's halftime, gon' show that, yeah, yeah, yeah, yeah
I'm a dog, you know that
Can't be from New Jersey how you throw back

[Chorus]
Aw, A-Team (Yeah, yeah!)
A-Team
Please don't try to play us (Ahh, yeah, yeah)
A-Team (Yah)
Aw, A-Team
A-Team (Yah)
Please don't try to play us (Ooo-ooo)
A-Team (Ooo-ooo), aw68Embed"
BACC,"59 ContributorsBACC Lyrics[Intro]
Dollar sign, dollar sign, dollar sign
Dollar sign, dollar sign, dollars
Metro Boomin want some more nigga

[Chorus]
Back hitting licks, back on that dirty (Straight up)
Cuzzo back on the block, he back servin' birdies (That dope)
Plug hit my switch, damn he woke me up early (Oh no)
If that bitch smell like swiss, oh, no, no, no, don't serve her (Straight up)
Back hitting licks, back on that dirty (La Flame)
Cuzzo back on the block, he back servin' birdies (Straight up)
Plug hit my switch, damn he woke me up early (Oh no)
If that bitch smell like swiss, oh, no, no, no, don't serve her

[Verse 1]
Blackout nigga, deeper than a frat house nigga
Doper than the crack house nigga (Straight up)
20/20 Lambo, new edition
Gotta hit two gears just to back out, nigga (La Flame)
Been a hell of a night, but hell of a dykes cost a hell of a price (Straight up)
With a devil in a new dress on the 35th floor, nigga
God damn, that's a hell of a sight (Oh no)
Damn right that is, damn right she drowned my kids
Damn right, don't doubt, damn right
Damn right I hit it, anything I said, I did it
Damn right, only roll that gas don't pass that mid
Just treat a pint like a handle (Straight up)
When I'm with your girl, I hit your girl in the bando (La Flame)
Know I go commando
Know I need my cheese, know my cheese, know the nachos (Skrr)
See Travis Scott LiveGet tickets as low as $15You might also like[Verse 2]
Fall back, back, back, when you see me
You could fall back when you see me tweakin' (Straight up)
Throw that ass back, back, back, back, know a nigga might throw that ticket (La Flame)
Feds hit my block, it got hot (Woo)
But I'm back up in this bitch and I can't stop (Straight up)

[Chorus]
Back hitting licks (Woo), back on that dirty
Cuzzo back on the block, he back servin' birdies (That dope)
Plug hit my switch, damn he woke me up early (Oh no)
If that bitch smell like swiss, oh, no, no, no, don't serve her (Straight up)
Back hitting licks, back on that dirty (Oh no)
Cuzzo back on the block, he back servin' birdies (La Flame)
Plug hit my switch, damn he woke me up early (Oh no)
If that bitch smell like swiss, oh, no, no, no, don't serve her (Straight up)53Embed"
Backflip (Remix)*,"4 ContributorsBackflip (Remix)* Lyrics[Snippet]
Always jammin'
All my niggas turned in his bitch
Yeah, make it good, make it goodSee Travis Scott LiveGet tickets as low as $15You might also likeEmbed"
Back of My Benz,"26 ContributorsBack of My Benz Lyrics[Intro]
Mustard on that beat, ho

[Refrain]
Back in the back of my Benz
Back of my Benz
Back in the back of my Benz
Back of my Benz, in the back of my Benz
Back of my Benz
Back of my Benz
Roll up, then ride up, get in
Roll up, get in

[Instrumental Break]

[Refrain]
Keep doing that thing
Back of my Benz
Back of my Benz
Back of my Benz
Roll up, then ride up, get in
Roll up, get in
Back in the back of my Benz
Back of my Benz
Roll up, then ride up, get in
Roll up, get in
Back in the back of my Benz
Back of my Benz
See Travis Scott LiveGet tickets as low as $15You might also like[Instrumental Break]

[Refrain]
Keep doing that thing
Back of my Benz
Back of my Benz
Back of my Benz
Roll up, then ride up, get in
Roll up, get in
Back in the back of my Benz
Back of my Benz
Roll up, roll up and get in
Roll up, get in
Back in the back of my Benz
Back of my Benz
Roll up, roll up and get in
Count up, get in

[Outro]
(That shit hard)6Embed"
Backyard,"110 ContributorsTranslationsTravis Scott - Backyard (Traducción al Español)PortuguêsBackyard Lyrics[Intro]
Aight, play the shit
Yuh, yuh, yuh

[Verse 1]
Gon' grab that fifth, grab that eighth, grab what you need
Blow that dope, don't get too high
From the Third Coast to the West Coast, come, take this ride
Let me tell the tale of how Jacques turned Scott
Over one lost trip to the sky
Let me tell the tale 'cause you told the tale
When you said I could make it this high
Who knew?
Goddammit, who knew?
The grass ain't greener on the other side, it's just blue
You can really identify when you lookin' in your eyes
You ready to ride, that's true
When they look in my eyes, they see that real
How Scotty entired that juice, had my back against that wall
Every summer felt so cold, my daddy ain't comin' home 'til Fall
That's why my pimp game so moist, had that du-rag and all
Had a 20-year-old bitch in high school
Wasn't no tellin' what Travy might do
On the south side of that H-O-U
Hol' up, let's take it back to that room, no car but still had drive
Just a hundred niggas standin' outside
Life's a beach with lot of sand on the lot
I'ma ride for all of my niggas, they forever here by my side
It was just eight niggas in a two bedroom, no legroom, that was last June, yeah, yeah, for real
See Travis Scott LiveGet tickets as low as $15You might also like[Refrain]
Yeah, yeah, for real
Fuck what they talkin' 'bout if they ain't talkin' 'bout me, nigga
Let it be known, yeah, it's that real, yeah, yeah, for real, for real
Fuck what they talkin' 'bout if they ain't talkin' 'bout
We them niggas everybody talkin' 'bout, it's that real, yeah, for real

[Chorus]
Backyard, we chillin', backyard, we drinkin', smokin'
Homie brought out the liquor, backyard, we gettin' high
Back-backyard, we chillin', back-backyard, we smokin', drinkin'
Back-backyard, we gettin' high, backyard, we chillin'
Backyard, we drinkin', smokin', homie brought out the liquor
Backyard, we gettin' high, back-backyard, we chillin'
Back-backyard, we smokin', drinkin', back-backyard, we gettin' high

[Verse 2]
Verses, one day you'll find your purpose
Now, my show's packed out like churches
Fans never missin' out a word on the verses
Never sit around, just workin', it was worth it
That's for certain, I deserve it
Lord knows we don't get tired, been through more dirt than a derby
Mama worked for AT&T, and we still ain't get that service
She stayed in/out the hospital, you know that made me nervous
Still step out the house to smell so fresh, fresh like detergent
If a bitch don't want me, don't need them, still got my Jergens
And bitch, you can keep them herpes, go alert me
No house light on, cop light on, fuck this journey
You heard me, you heard me, now, swervin', hittin' curbs
And my nigga, my nigga came home, so it just got real
[Refrain]
Yeah, yeah, for real, yeah, yeah, for real
Fuck what they talkin' 'bout if they ain't talkin' 'bout me, nigga
Let it be known, yeah, it's that real, yeah, yeah, for real, for real
Fuck what they talkin' 'bout if they ain't talkin' 'bout
We them niggas everybody talkin' 'bout, it's that real, yeah, for real

[Chorus]
Backyard, we chillin', backyard, we drinkin', smokin'
Homie brought out the liquor, backyard, we gettin' high
Back-backyard, we chillin', back-backyard, we smokin', drinkin'
Back-backyard, we gettin' high, backyard, we chillin'
Backyard, we drinkin', smokin', homie brought out the liquor
Backyard, we gettin' high, back-backyard, we chillin'
Back-backyard, we smokin', drinkin', back-backyard, we gettin' high79Embed"
Bad Mood (Demo),"6 ContributorsBad Mood (Demo) Lyrics[Verse 1]
Fuck outta my business
I did things that most men will ask forgiveness
Broke the code, the commandments from my descendants
Who gives a fuck? New children in the buildin' (step back)
Ride with no limits
Shut the fuck up, don't you hear me tryna finish?
I'm in a bad mood
I'm in a bad mood

[Verse 2]
Rob that dude, fuck that couch, burn that house
Hol' on, you too close
I keep a classy one for the toast
'Cause my ghetto one do the most
Man, I'm so serious
Don't fucking talk to me
I'm in a bad mood
Oooh, your skin mahogany
Oooh, let's break the monotony
Government threw us in a maze
Had me trickin' 40k for some grades
Just to make 40k for the wage
Dropped out and made that in one day
I'm in a good mood
See Travis Scott LiveGet tickets as low as $15You might also like[Verse 3]
Oooh, I'm wildin' on 'em
Oooh, back pilin' on 'em
I never feel the pain, only God can make it rain
So I must be Mary, Joseph, Allah
Kid of a disciple, these thoughts is suicidal
Jumpin' off a buildin', quit thinkin' like a psycho
They tryna find a nigga dead, Chris Lighty
Anxiety after the meds, Kris BobbiEmbed"
Bad Mood / Shit on You,"92 ContributorsTranslationsTürkçeTravis Scott - Bad Mood / Shit on You (中文翻譯)Bad Mood / Shit on You Lyrics[Part 1: Bad Mood]

[Verse 1]
(I just have one question) Fuck outta my business
I did things that most men will ask forgiveness
Broke the code, the commandments from my descendants
Who gives a fuck? New children in the buildin'
We ride with no limits
Shut the fuck up, don't you hear me tryna finish?
I'm in a bad mood

[Verse 2]
Rob that dude, fuck that couch, burn that house
We the cause of the era, new niggas with new terror
A thousand on the leather, you niggas should know better
We niggas new slaves, I do say (Fuck, fuck)
Twice only on a Tuesday when I'm in a bad mood
Oooh, your skin mahogany (Fuck, Fuck)
Oooh, let's break the monotony
Government threw us in a maze (What?)
Had me trickin' 40k for some grades (What?)
Just to make 40k for the wage
Dropped out and made that in one day
I'm in a bad mood

[Verse 3]
Ooh, nigga I'm wildin' on 'em, back pilin' on 'em (Pilin' on 'em)
I never feel the pain, only God can make it rain (Make it rain)
So I must be Mary, Joseph, Allah
Kid of a disciple, these thoughts is suicidal
Jumpin' off a buildin', quit thinkin' like a psycho
They tryna find a nigga dead, Chris Lighty
Anxiety, after the meds, Kris Bobbi (Uh)
See Travis Scott LiveGet tickets as low as $15You might also like[Verse 4]
Skinny black bastard ridin' a Casper (Casper)
I tend to lose my thoughts when I walk (Walk)
They say I'm a slave so tell me the master
Now his head on the pendant by the cross (By the cross)
Coke'd it then I fucked her for the theory
You know I'm crazy, I'm straight, no weary (No weary)
I hate when conversates can't relate
You know it be fucking up my groove when I'm in a bad mood
[Part 2: Shit on You]

[Bridge]
I can't wait... I can't wait... just to shit on you...

[Verse 5]
This one for the fuck fake niggas
That love to just hate, dog
Always talkin' that wild shit (Wild shit)
See 'em never let them verbs off (Verbs off)
All these fuckin' missed calls
Might delete the whole call log (Call off)
Thousand dollars for the jeans, fam
She grip 'em when a nigga swerve off (Yeah)
Think I need a desert eagle, niggas in my face (My face)
Thinking they know Jacques, niggas don't know me
Grew up on my lonestar, niggas roll that weed
(Niggas roll that, niggas roll that, niggas roll that weed)
[Chorus]
I, I, I can't wait, just to shit on you
I, I, I can't wait, just to shit on you
I, I, I can't wait, just to shit on you
Just to shit on you
I can't wait, just to shit on you
(But why, Travis?)
Yeah, I, I, I can't wait, just to shit on you
I, I, I can't wait, just to shit on you
I, I, I can't wait, just to shit on you
Just to shit on you
I can't wait, just to shit on you
Yeah
[Outro: James Fauntleroy]42Embed"
Bandz,"76 ContributorsBandz Lyrics[Intro: Travis Scott]
Let’s get it (let’s get it)
(Bands)

[Chorus: Travis Scott]
I got bands (Alright, I got bands)
Don't need these hoes, hundred racks to blow (blow)
Nigga, I got bands (Oh no, oh no, goddamn)
Let's get this dough, run the world for sure
I got bands

[Verse 1: Travis Scott]
Man, I'm in these streets, it's been a long day (bands)
'Bout to sign this deal and throw it all away (bands)
'Bout to cop the crib that Dame lost today (bands)
Funny look at them niggas that slippin'
You trippin', no fear, my niggas, we get it (bands)
I'm looking down at the whole world through these glass ceilings (bands)
And when I step outside bad bitches with me (bands)
Back in my section twisting that la la, can't let it stress me
(Bands)
Wake up, fall asleep to Dizzy Gillespie (bands)
Ba-back it up and break it down (bands)
She gon' bust it on this dick you gon' take her out of town (bands)
I put ice in my veneers, I put rubies in my crown (bands)
Count them stacks and blow them racks, niggas know who they around
See Travis Scott LiveGet tickets as low as $15You might also like[Chorus: Travis Scott]
I got bands (alright, I got bands)
Don't need these hoes, hundred racks to blow (blow)
Nigga, I got bands (Oh no, oh no, goddamn)
Let's get this dough, run the world for sure
I got bands (la la) (alright, I got bands)
Don't need these hoes, hundred racks to blow (la la)
Nigga, I got bands (la la) (Oh no, oh no, goddamn)
Let's get this dough, run the world for sure (la la)
I got bands
[Verse 2: Meek Mill, (Travis Scott)]
Okay, I walk in this bitch I fuck shit up then I leave, ho (bands)
Pay your car note or get some money for that weed, ho (bands)
Forty-five hundred, blow it, there go double C's, ho (bands)
Might go throw a birkin bag if you tell me please, ho (bands)
She gon' throw that ass back, drop that on them real niggas (bands)
I'm gon' throw that cash back, drop that on the real bitches (bands)
Murder on that pussy, ho, I kill, I-I kill bitches
(ban—, ban—, bands, bands)
You gon' get like every bag and every shoe if I deal with you (bands)
Young nigga ballin' like I fuckin' hit the lottery (bands)
You just want the money shorty, you ain't got to lie to me (bands)
All these niggas hatin' on me, know they wanna body me (bands)
'Cause every time you see a nigga, I look like a robbery
Blow
[Chorus: Travis Scott]
I got bands (alright, I got bands)
Don't need these hoes, hundred racks to blow
Nigga, I got bands (Oh no, oh no, goddamn)
Let's get this dough, run the world for sure
I got bands (alright, I got bands)
Don't need these hoes, hundred racks to blow (la la)
Nigga, I got bands (la la) (Oh no, oh no, goddamn)
Let's get this dough, run the world for sure (la la)
I got bands

[Refrain: Travis Scott]
(Ooooh, I know you bitch niggas hate me now)
I got bands, I got bands, I got bands, I got bands, I got bands
(Ooooh, I know you bitch niggas hate me now)
I got bands, I got bands, I got bands, I got bands, I got bands
(Ooooh, I know you bitch niggas hate me now)
I got bands, I got bands, I got bands, I got bands, I got bands
(Ooooh, I know you bitch niggas hate me now)
I got bands, I got bands, I got bands, I got bands, I got bands

[Verse 3: Travis Scott]
Lately, I been goin' crazy
Laughin', drinkin', find myself in arms of different women, huh
Toast it, I need to use my cerebellum
Tried to tell 'em cut that rap shit all that wack shit is underwhelming
Time's ticking, palms itching
Minds tripping, tired of living, mad decisions, I'll kill 'em
[Refrain: Travis Scott]
(Ooooh, I know you bitch niggas hate me now)
I got bands, I got bands, I got bands, I got bands, I got bands

[Chorus: Travis Scott]
I got bands (alright, I got bands)
Don't need these hoes, hundred racks to blow
Nigga, I got bands (Oh no, oh no, goddamn)
Let's get this dough, run the world for sure
I got bands (la la) (alright, I got bands)
Don't need these hoes, hundred racks to blow (la la)
Nigga, I got bands (la la) (Oh no, oh no, goddamn)
Let's get this dough, run the world for sure (la la)
I got bands (la la)28Embed"
Bandz (Demo),"8 ContributorsBandz (Demo) Lyrics[Intro]
Let's get it

[Chorus]
I got bands (oh no, oh no, goddamn)
Don't need these hoes, hundred racks to blow
Nigga, I got bands (oh no, oh no, goddamn)
Let's get this dough, run the world for sure
I got bands

[Verse 1]
Man, I'm in these streets it's been a long day (bands)
'Bout to sign this deal and throw it all away (bands)
'Bout to cop the crib that Dame lost today (bands)
Funny, look at them niggas that slippin'
You trippin', no fear, my niggas, we get it (bands)
I'm looking down at the whole world through these glass ceilings (bands)
And when I step outside, bad bitches with me (bands)
Back in my section, twisting that la-la, can't let it stress me (bands)
Wake up, fall asleep to Dizzy Gillespie (bands)
Ba-back it up and break it down (bands)
She gon' bust it on this dick, you gon' take her out of town (bands)
I put ice in my veeners, I put rubies in my crown (bands)
Count them stacks and blow them racks, niggas know who they around

[Chorus]
I got bands (oh no, oh no, goddamn)
Don't need these hoes, hundred racks to blow
Nigga, I got bands (oh no, oh no, goddamn)
Let's get this dough, run the world for sure
I got bands (oh no, oh no, goddamn, la-la)
Don't need these hoes, hundred racks to blow (la-la)
Nigga, I got bands (oh no, oh no, goddamn, la-la)
Let's get this dough, run the world for sure (la-la)
I got bands
See Travis Scott LiveGet tickets as low as $15You might also like[Verse 2]
Work, work, work, work, pose, makin' work (bands)
I gave her Pauly D, I'm a fuckin' jerk (bands)
If we take all of these shots, we gon' go berserk (bands)
Shut the fuck up, bitch, you trippin'
Really though lately don't like to do lots of smoke
Lots of hoes down to blow (bands)
Vamanos, time to go, we gon' go straight to the workin' now (bands)
Now only my niggas I care about, fuckin' 'round, bitch, you be carried out (bands)
Pharaoh nigga, high class (bands)
Selena at the cover, her booty, shine with your fly ass (bands)
Did you mean trendin' top, Scott, La Flame, making G.O. chop (bands)
With a Russian, that model cop
And make your bitch-ass look microscop'
Yes Lord (bands)

[Interlude]
(Ooooh, I know you bitch niggas hate me now)
I got bands, I got bands, I got bands, I got bands, I got bands

[Chorus]
I got bands (oh no, oh no, goddamn)
Don't need these hoes, hundred racks to blow
Nigga, I got bands (oh no, oh no, goddamn)
Let's get this dough, run the world for sure
I got bands (oh no, oh no, goddamn, la-la)
Don't need these hoes, hundred racks to blow (la-la)
Nigga, I got bands (oh no, oh no, goddamn, la-la)
Let's get this dough, run the world for sure (la-la)
I got bands
[Interlude]
(Ooooh, I know you bitch niggas hate me now)
I got bands, I got bands, I got bands, I got bands, I got bands
(Ooooh, I know you bitch niggas hate me now)
I got bands, I got bands, I got bands, I got bands, I got bands
(Ooooh, I know you bitch niggas hate me now)
I got bands, I got bands, I got bands, I got bands, I got bands
(Ooooh, I know you bitch niggas hate me now)
I got bands, I got bands, I got bands, I got bands, I got bands

[Verse 3]
Lately, I been goin' crazy
Laughin', drinkin', find myself in arms of different women, huh
Toast it, I need to use my cerebellum
Tried to tell ‘em cut that rap shit all that wack shit's underwhelming
Time's ticking, palms itching
Mom's tripping, tired of living, mad decisions, I'll kill ‘em

[Interlude]
(Ooooh, I know you bitch niggas hate me now)
I got bands, I got bands, I got bands, I got bands, I got bands

[Chorus]
I got bands (oh no, oh no, goddamn)
Don't need these hoes, hundred racks to blow
Nigga, I got bands (oh no, oh no, goddamn)
Let's get this dough, run the world for sure
I got bands (oh no, oh no, goddamn, la-la)
Don't need these hoes, hundred racks to blow (la-la)
Nigga, I got bands (oh no, oh no, goddamn, la-la)
Let's get this dough, run the world for sure (la-la)
I got bandsEmbed"
Basement Freestyle,"118 ContributorsTranslationsPortuguêsBasement Freestyle Lyrics[Intro]
Yo, uh
Got my nigga Easy in this motherfucker
Deadstock sixes and shit
Got my nigga Metro in this motherfucker, yeah, ooh

[Verse 1]
Uh, by the bar (Bar), buy the bar
Bitches on my table everywhere (Where)
On the floor, condoms on my dresser (Straight up)
On my business, never plannin'
Never sober (La Flame), thinkin' blew me up (Up)
Body shots took on your bitches titties
Slow it down, pick it up, fuck a third
Speed the fourth gear grindin' up
On everything, it's my year (Straight up)
I got it now, everything I ever asked for
We gettin' it, far from mama's Jeep
She never tinted it
She frozed up, I unfrozed her
Now come a little closer (Straight up)
Get your ass up off that wall
And go roll up that doja (That dough)
Tell your boyfriend bust that key
Go 'head and fill ya nose up (La Flame)
'Til it's over
We ain't lookin' for the hoes, where the trophies?
Grab a glass, go ahead, get throwed up (Straight up) (Yeh, yeh)
She feelin' it (Yeah, yeh, yeh)
Don't spill the shit (Yeh, yeh)
Ah, she crazy, she goin', she goin'
Gone!
See Travis Scott LiveGet tickets as low as $15You might also like[Chorus]
Ayy, all this money on the table, ooh
We don't want relations
We don't want no conversations
Fuck around and change the weather (Straight up)
Damn, I'm with my main bitch
Ayy, and I don't love her no mo' (No, no, no, no, no, no, no)
Drinkin', fuck the limitations
I done made it out the basement
Fuck around and change the weather (Straight up)
Ayy

[Post-Chorus]
I'm off a bean, I'm off a bean
See this lean, it's in my dreams (That dope)
Off this dope, don't wanna smoke (Oh no)
Off this roll, I might just roll (Straight up, straight up)
Let's get throwed
Out in Houston they know my name (Oh)
In MO city they know the gang (Oh)
Young La Flame, ain't nothin' changed
But the chains and diamond rings

[Verse 2]
Diamond rings, I lost my brains
Me and Ye Ye out in broad day
I'm on the 3rd coast
Eatin' Burlow with Merlot (Straight up)
I got my shirt off
Kickin' dirt off out in Bergdorf (La Flame)
She like, ""What you doin'?"" (Doin')
It took a path just to get me here
Don't give a damn if that's ruined (Ruined)
Later on got a ring, ring, ring
She at my doorbell, ""ding-ding-ding-ding""
Let the bitch in, the bitch seen
Bang out, bang out
On the couch, on the floor, in her mouth
Camera's out (Camera's out)
Once my dick's in, no pulling out (No pulling out)
[Bridge]
That's my baby (Straight up)
Bitch been doing coke since the '80s (That dope)
I'm a '90s baby (La Flame)
Young La Flame, you know he crazy

[Chorus]
Ayy (Straight up, straight up)
All this money on the table, ooh
We don't want relations
We don't want no conversations
Fuck around and change the weather
Damn, I'm with my main bitch
Ayy, and I don't love her no mo'
Drinkin', fuck the limitations
I done made it out the basement
Fuck around and change the weather
Ayy58Embed"
​beibs in the trap,"302 ContributorsTranslationsEspañolPortuguês​beibs in the trap Lyrics[Intro: NAV]
That coca

[Chorus: NAV]
I just poured an eight in a liter
Throw some Jolly Rancher in, make it sweeter
Versace my clothes, I'm with a white ho
And she snortin' three lines like Adidas
Got a black girl rollin' off molly
Got a white bitch snortin' up snow
Say she want real niggas in the party
Parents gon' leave the keys to the condo

[Post-Chorus: NAV]
Bitch, close the door, there's shit on your nose (That coca)
She said she want more, she said she want more
So I'ma get more, yeah, I'ma get more
Bitch, close the door, there's shit on your nose
She said she want more, she said she want more
So I'ma get more, yeah, I'ma get more
[Verse 1: NAV]
I just poured an eight in a liter
With a white bitch sniffin' on Bieber
Are you sure you wanna party with the demons?
Bitch, lookin' for her phone, I ain't seen it
Told Frost, ""Bring the water,"" no Fiji
Free Stix, I'm poured up and I'm leanin'
I got a couple pussy niggas in they feelings
'Cause the main bitch wanna come see me
She said she want more, your girl is a ho
You need to let go, she fucked all my bros
She snortin' the snow (That coca), now she touchin' her toes
She got Anna Nicole all in her nose
If they kick down the door, we gon' get locked for sure
She said she want more, fuck it, I'ma get more (I'ma get more)
See Travis Scott LiveGet tickets as low as $15You might also like[Verse 2: Travis Scott]
Nightmare, high-life, sleepy, night-night (Yeah)
Flashes, spotlight, pull up, night sky (Yeah, yeah)
Help it, peace, peace, peaced it (Yeah)
Bite me, ride me (Yeah), strike me, indict me (Yeah, yeah)
Snipe it, swipe it, rapper, trapper (Ooh, yeah)
I'm lit, light–(Yeah)—nin' (Lit)
White bitch (Bitch), she thick (Thick)
Pulled out of the hood, Toyota
Drove back to the hood, Lambo' (Ooh)
Crushed Xans, crushed Xans in my soda
Ridin' 'round the city with my eyes closed (Yeah, yeah)
Crazy Girls got it poppin', AOD got it poppin' (Yeah, yeah)
Tryna text my accountant, ain't no service in the mountains (Straight up)
Won't you come to the bottom? Know you heard a lot about 'em (Yeah)
Heard they take that, then they change like a mood ring (Yeah, yeah)
I watch 'em take that, then they change like a mood ring
Pulled out of the hood, Toyota
Drove back to the hood, Lambo' (Ooh)
Crushed Xans, crushed Xans in my soda
Ridin' 'round the city with my eyes closed (Ooh)

[Chorus: NAV]
I just poured an eight in a liter
Throw some Jolly Rancher in, make it sweeter
Versace my clothes, I'm with a white ho
And she snortin' three lines like Adidas
Got a black girl rollin' off molly (Molly)
Got a white bitch snortin' up snow
Say she want real niggas in the party
Parents gon' leave the keys to the condo
[Post-Chorus: NAV & Travis Scott]
Bitch, close the door, there's shit on your nose (That coca)
She said she want more, she said she want more
So I'ma get more (Ooh), yeah, I'ma get more (Ooh)
Bitch close the door (Ooh), there's shit on your nose (Ooh)
She said she want more (Ooh), she said she want more (Ooh)
So I'ma get more (Ooh), yeah, I'ma get more

[Outro: Travis Scott]
Mmm-mmm, mmm-mmm, mmm-mmm, mmm-mmm
Mmm-mmm-mmm, mmm-mmm-mmm
Mmm-mmm-mmm, mmm-mmm-mmm178Embed"
BET Cypher 2013,"3 ContributorsBET Cypher 2013 LyricsFuck out of my business/
I did things that most men would ask forgiveness/
Broke the code of commandments from my descendants/
Who gives a fuck? New Trojan in the building/
We ride with no limits/
Shut the fuck up, don't you hear me trying to finish?/
I'm in a bad mood, rob that dude/
Fuck that couch, burn that house/
We the cause of the era, new niggas with new terror/
4,000 on the leather, you niggas should know better/
Them niggas new slaves, i do say.../
Fuck! Fuck! twice, only on a Tuesday/
When i'm in a bad mood/
Ooh nigga i'm wylin on 'em/
Ooh back balling on 'em/
I never feel the pain/
Only God can make it rain/
So i must be Mary, Joseph, Allah/
Kid of a disciple, thoughts are suicidal/
Jumping off the building, thinking like a psycho/
They trying to find a nigga dead, Chris Lighty/
It's alright, he's after the meds, Chris Bobby/
...Oh shitSee Travis Scott LiveGet tickets as low as $15You might also likeEmbed"
Birds Eye View Tour Dates,"1 ContributorBirds Eye View Tour Dates LyricsPHASE I:March 10th - New Orleans, LA - Buku
March 17th - Las Vegas, NV - Jewel
April 12th - Santa Barbara, CA - Santa Barbara Bowl
April 14th - Indio, CA - Coachella
April 17th - Sacramento, CA - Sacramento Memorial Auditorium
April 19th  - Portland, OR - Coliseum
April 21st - Indio, CA - Coachella
April 27th - Wallingford, CT - Oakdale
April 30th - New York, NY - Terminal 5
May 2nd - Pittsburgh, PA - Stage AE
May 4th - Portsmouth, VA - Portsmouth Pavilion
May 5th - Charlotte, NC - Metro Credit Union
May 6th - St Augustine, FL - St Augustine Amp
May 7th - Miami, FL - Rolling Loud
May 11th - Houston, TX - Revention
May 12th - Oklahoma City, OK - Criterion
May 13th - Rogers, AR - Walmart Amp
May 15th - Kansas City, MO - Uptown Theatre
May 17th - St Louis, MO - Pageant
May 18th - Milwaukee, WI - The Eagles Ballroom
May 19th - Grand Rapids, MI - 20 Monroe Live
May 21st - Cleveland, OH - Nautica
May 24th - Indianapolis, IN - Farmers Bureau
May 25th - Cincinnati, OH - PNC Pavilion
May 27th - Des Moines, IA - 7 Flags
May 28th - St Paul, MN - Soundset
May 31st - Salt Lake City, UT - The Complex
June 1st - Boise, ID - Revolution Center
June 2nd - Eugene, OR - Cuthbert Amp
June 8th-11th - Manchester, TN - Bonnaroo
June 25th - Frankfurt, Germany - Wireless
July 6th-8th - Frauenfeld, Germany - Openair Frauenfeld
July 7th - Berlin, Germany - Splash !
July 9th - Turku, Finland - RuisrockPHASE II: TBASee Travis Scott LiveGet tickets as low as $151Embed"
